,GCF_000956175.1_ASM95617v1,GCF_013407145.1_ASM1340714v1,GCF_000018465.1_ASM1846v1,GCF_013407165.1_ASM1340716v1,GCF_000875775.1_ASM87577v1,GCF_000007225.1_ASM722v1,GCF_000016385.1_ASM1638v1,GCF_000015805.1_ASM1580v1,GCF_000234805.1_ASM23480v1,GCF_000019805.1_ASM1980v1,GCF_900095295.1_MCBB,GCF_001458655.1_Mb9,GCF_000191585.1_ASM19158v1,GCF_000214725.1_ASM21472v1,GCF_002813695.1_ASM281369v1,GCF_000739065.1_ASM73906v1,GCF_000023985.1_ASM2398v1,GCF_000092305.1_ASM9230v1,GCF_000091665.1_ASM9166v1,GCF_000024625.1_ASM2462v1,GCF_000023965.1_ASM2396v1,GCF_000011085.1_ASM1108v1,GCF_018200015.1_ASM1820001v1,GCF_002844335.1_ASM284433v1,GCF_000007185.1_ASM718v1,GCF_000007065.1_ASM706v1,GCF_000969885.1_ASM96988v1,GCF_000969905.1_ASM96990v1,GCF_001304615.2_ASM130461v2,GCF_000970265.1_ASM97026v1,GCF_000195935.2_ASM19593v2,GCF_008245085.1_ASM824508v1,GCF_000011105.1_ASM1110v1,GCF_001577775.1_ASM157777v1,GCF_000215995.1_ASM21599v1,GCF_000800805.1_ASM80080v1,GCF_900090055.1_C.divulgatum_PM4,GCF_000152265.2_ASM15226v2,GCF_000008265.1_ASM826v1,GCF_000195915.1_ASM19591v1,GCF_000582535.1_ASM58253v1,GCF_000281235.1_ASM28123v1,GCF_018024475.1_ASM1802447v1,GCF_000026205.1_ASM2620v1,GCF_003640545.1_ASM364054v1,GCF_000734035.1_ASM73403v1,GCF_000025285.1_ASM2528v1,GCF_000385565.1_ASM38556v1,GCF_000194625.1_ASM19462v1,GCF_000025505.1_ASM2550v1,Genes,Z-DNAs,Z-DNAs_in_promoter,Genes_with_Z-DNAs_in_promoter,Max_zh-score,Average_zh-score,functions
9328,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095722.1,*,*,*,WP_148212102.1,2,1,0,0,1469.169,1469.169,hypothetical protein
9329,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095289.1,WP_012940206.1,WP_015590100.1,WP_013682884.1,WP_148212136.1,5,0,0,0,-1.0,0.0,hypothetical protein
9330,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095442.1,*,WP_169336375.1,*,WP_169302187.1,3,0,0,0,-1.0,0.0,ATP-binding cassette domain-containing protein
9331,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064272.1,WP_012939448.1,WP_015591288.1,WP_013684269.1,WP_169302195.1,5,0,0,0,-1.0,0.0,thioredoxin family protein
9332,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_231487529.1,*,*,*,WP_211204333.1,2,0,0,0,-1.0,0.0,thiolase domain-containing protein
9333,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_148183489.1,*,WP_015589711.1,WP_013683834.1,WP_244403180.1,4,1,0,0,966.8622,966.8622,MFS transporter
9334,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011176859.1,*,*,*,*,*,*,WP_048095171.1,*,*,*,WP_244403259.1,3,0,0,0,-1.0,0.0,hypothetical protein
9335,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048202120.1,WP_015791599.1,WP_013099755.1,WP_064496597.1,WP_048196757.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_083705150.1,WP_009886961.1,WP_011177282.1,WP_010900441.1,*,*,*,*,*,WP_010877878.1,WP_245526151.1,WP_236609696.1,WP_013684566.1,WP_244403267.1,14,0,0,0,-1.0,0.0,N-glycosylase/DNA lyase
9336,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048096660.1,WP_012939461.1,WP_236609694.1,WP_013683760.1,WP_244403283.1,5,3,2,2,1232.502,940.0683,DUF5371 domain-containing protein
9337,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011011693.1,WP_231833725.1,*,*,*,*,*,*,*,*,*,*,*,*,"WP_010877824.1,WP_048095532.1,WP_081868536.1",*,*,*,*,5,0,0,0,-1.0,0.0,PIN domain-containing protein
9338,*,*,*,*,*,*,*,*,*,*,WP_071907322.1,WP_048084771.1,WP_013645170.1,WP_013825167.1,WP_100909232.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0,0,0,-1.0,0.0,response regulator
9339,*,*,*,*,*,*,*,*,*,*,*,WP_048085302.1,WP_013644680.1,*,WP_100908854.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,0,0,0,-1.0,0.0,4Fe-4S ferredoxin
9340,*,*,*,*,*,*,*,*,*,*,*,WP_060537292.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_227805180.1,*,WP_048111586.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,1,0,0,826.8355,826.8355,MATE family efflux transporter
9341,*,*,*,*,*,*,*,*,*,*,"WP_071905864.1,WP_071906586.1",*,*,*,*,*,*,*,WP_010890096.1,*,*,*,*,*,*,*,*,*,*,*,WP_010867999.1,WP_011011687.1,WP_048053254.1,*,WP_013905528.1,*,*,*,*,*,*,*,*,*,*,"WP_048095183.1,WP_048096621.1",*,"WP_015590587.1,WP_015590968.1",*,*,11,0,0,0,-1.0,0.0,DUF365 domain-containing protein
9342,*,*,*,*,*,*,*,*,*,*,WP_231916368.1,*,*,"WP_013824801.1,WP_013825330.1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_009887874.1,WP_011177534.1,WP_010901809.1,*,*,*,*,*,*,*,*,*,*,6,0,0,0,-1.0,0.0,MFS transporter
9343,WP_048114537.1,WP_179360835.1,WP_012216171.1,WP_179362726.1,WP_148702474.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010868493.1,WP_014835300.1,WP_048053185.1,WP_068321693.1,WP_013905759.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,0,0,0,-1.0,0.0,hypothetical protein
9344,WP_048114873.1,*,WP_012216002.1,WP_179362581.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,0,0,0,-1.0,0.0,response regulator
9345,WP_048116785.1,*,*,WP_179362954.1,WP_160272904.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,0,0,0,-1.0,0.0,sensor histidine kinase
9346,WP_052661910.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_156029477.1,*,*,*,*,2,0,0,0,-1.0,0.0,HAMP domain-containing histidine kinase
9347,*,*,*,*,*,*,*,WP_011849937.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095640.1,WP_187286417.1,*,*,*,3,1,1,1,783.823,783.823,eight-cysteine-cluster domain-containing protein
9348,*,*,*,*,*,*,*,WP_011850205.1,*,WP_148682266.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,cobalt-precorrin-7 (C(5))-methyltransferase
9349,*,*,*,*,*,*,*,*,*,WP_012349874.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095205.1,*,*,*,*,2,2,0,0,2606.229,1628.5744,FkbM family methyltransferase
9350,WP_052661934.1,WP_179361305.1,WP_012215741.1,*,"WP_148702865.1,WP_148702906.1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0,0,0,-1.0,0.0,MBL fold metallo-hydrolase
9351,*,*,*,*,*,*,*,*,*,*,*,WP_052400000.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879312.1,*,WP_015589731.1,*,*,3,0,0,0,-1.0,0.0,TetR/AcrR family transcriptional regulator
9352,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095543.1,*,WP_015589773.1,*,*,2,0,0,0,-1.0,0.0,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
9353,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878617.1,*,WP_015589774.1,*,*,2,0,0,0,-1.0,0.0,transcriptional regulator
9354,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095383.1,WP_012939952.1,WP_015589783.1,WP_156786027.1,WP_012966021.1,5,0,0,0,-1.0,0.0,hypothetical protein
9355,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064549.1,*,WP_015589842.1,*,*,2,1,1,1,826.8355,826.8355,acetoacetate decarboxylase family protein
9356,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878138.1,WP_012940951.1,WP_015589900.1,WP_013683144.1,*,4,0,0,0,-1.0,0.0,dihydrodipicolinate reductase
9357,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_052270476.1,WP_012941184.1,WP_015589967.1,WP_013683134.1,*,4,0,0,0,-1.0,0.0,hypothetical protein
9358,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048096001.1,*,"WP_015589983.1,WP_015590626.1",WP_013683853.1,*,4,0,0,0,-1.0,0.0,0.25
9359,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878441.1,WP_048084457.1,WP_015589984.1,WP_013683805.1,*,4,0,0,0,-1.0,0.0,hypothetical protein
9360,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878170.1,*,WP_015590027.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9361,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010867901.1,WP_149586329.1,WP_010885457.1,WP_068324458.1,*,*,*,*,*,*,*,*,*,*,*,WP_048095552.1,*,WP_015590033.1,WP_013682974.1,*,7,0,0,0,-1.0,0.0,NEW3 domain-containing protein
9362,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_231487539.1,*,WP_015590046.1,*,*,2,0,0,0,-1.0,0.0,ABC transporter ATP-binding protein
9363,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048094934.1,*,WP_015590074.1,WP_013683169.1,*,3,0,0,0,-1.0,0.0,hypothetical protein
9364,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095778.1,*,WP_015590085.1,*,*,2,0,0,0,-1.0,0.0,PIN domain-containing protein
9365,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010868008.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879705.1,*,WP_015590132.1,*,*,3,0,0,0,-1.0,0.0,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
9366,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048202105.1,*,WP_013100242.1,*,WP_015732531.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013906082.1,*,*,*,*,*,*,*,*,*,*,WP_156029522.1,*,WP_015590302.1,*,*,6,0,0,0,-1.0,0.0,DUF2202 domain-containing protein
9367,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_015590381.1,WP_013684061.1,*,2,0,0,0,-1.0,0.0,SMC-Scp complex subunit ScpB
9368,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879306.1,WP_012939631.1,WP_015590387.1,WP_013684627.1,*,4,0,0,0,-1.0,0.0,MGS domain-containing protein
9369,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_171970407.1,*,*,*,*,*,*,*,*,WP_052358766.1,*,WP_015590389.1,*,*,3,0,0,0,-1.0,0.0,SCP2 sterol-binding domain-containing protein
9370,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095891.1,*,WP_015590407.1,*,*,2,1,0,0,2541.412,2541.412,tRNA guanosine(34) transglycosylase Tgt
9371,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878800.1,*,WP_015590426.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9372,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095819.1,*,WP_015590442.1,*,*,2,0,0,0,-1.0,0.0,transposase
9373,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_143274381.1,WP_012940693.1,WP_015590488.1,WP_013684459.1,*,4,2,0,0,921.4331,844.02815,hypothetical protein
9374,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878192.1,*,WP_015590499.1,*,*,2,0,0,0,-1.0,0.0,PH domain-containing protein
9375,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878918.1,WP_012940105.1,"WP_015590514.1,WP_015591418.1",WP_048086292.1,*,5,2,0,0,933.9717,920.8433,UPF0182 family protein
9376,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877932.1,WP_012939549.1,WP_015590517.1,WP_013684594.1,*,4,0,0,0,-1.0,0.0,sulfite reductase
9377,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_143274388.1,*,WP_015590608.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9378,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878415.1,WP_012940333.1,WP_015590617.1,WP_013682930.1,*,4,1,1,1,583.4285,583.4285,hypothetical protein
9379,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095997.1,WP_012941017.1,WP_015590630.1,WP_013683851.1,*,4,0,0,0,-1.0,0.0,DUF5395 domain-containing protein
9380,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064428.1,WP_012940228.1,"WP_015590660.1,WP_144060546.1",WP_013683099.1,*,5,0,0,0,-1.0,0.0,hypothetical protein
9381,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878947.1,*,WP_015590740.1,*,*,2,0,0,0,-1.0,0.0,glycyl-radical enzyme activating protein
9382,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878176.1,*,WP_015590754.1,*,*,2,0,0,0,-1.0,0.0,MerR family transcriptional regulator
9383,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877941.1,*,WP_015590784.1,*,*,2,0,0,0,-1.0,0.0,3-hydroxyacyl-CoA dehydrogenase family protein
9384,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877946.1,*,WP_015590789.1,*,*,2,0,0,0,-1.0,0.0,winged helix-turn-helix transcriptional regulator
9385,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879615.1,*,WP_015590811.1,WP_013683711.1,*,3,0,0,0,-1.0,0.0,hypothetical protein
9386,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_143274471.1,*,WP_015590812.1,WP_013683712.1,*,3,0,0,0,-1.0,0.0,sulfite exporter TauE/SafE family protein
9387,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_231487532.1,*,WP_015590844.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9388,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877583.1,*,WP_015590845.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9389,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877581.1,*,WP_015590847.1,*,*,2,0,0,0,-1.0,0.0,type I-A CRISPR-associated protein Cas5a
9390,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"WP_048146885.1,WP_048146894.1",WP_011011906.1,*,WP_068320404.1,*,*,*,*,*,*,*,*,*,*,*,WP_010879210.1,*,WP_015590848.1,*,*,6,0,0,0,-1.0,0.0,hypothetical protein
9391,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048202445.1,*,*,WP_064496685.1,*,*,*,*,*,*,*,*,*,*,*,"WP_010867927.1,WP_048146896.1",*,*,WP_068320402.1,*,*,*,*,*,*,*,*,*,*,*,WP_010877822.1,*,WP_015590849.1,WP_013684572.1,*,8,0,0,0,-1.0,0.0,PIN domain-containing protein
9392,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095834.1,*,WP_015590867.1,*,*,2,0,0,0,-1.0,0.0,DUF262 domain-containing protein
9393,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064400.1,WP_012940155.1,WP_015590886.1,WP_013683328.1,*,4,1,0,0,848.0313,848.0313,AF1514 family protein
9394,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064269.1,*,"WP_015590893.1,WP_015590985.1",*,*,3,0,0,0,-1.0,0.0,0.33300000000000002
9395,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064268.1,*,"WP_015590894.1,WP_015590986.1",*,*,3,1,0,0,883.5764,883.5764,0.33300000000000002
9396,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095090.1,WP_048084471.1,WP_015590900.1,*,*,3,0,0,0,-1.0,0.0,site-specific integrase
9397,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095091.1,WP_148208685.1,WP_015590902.1,*,*,3,0,0,0,-1.0,0.0,Rrf2 family transcriptional regulator
9398,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095150.1,*,WP_015590928.1,*,*,2,0,0,0,-1.0,0.0,DUF6293 family protein
9399,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048053051.1,WP_068322491.1,WP_013905539.1,*,*,*,*,*,*,*,*,*,*,WP_048096464.1,*,WP_015590939.1,*,*,5,1,0,0,752.603,752.603,hypothetical protein
9400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095126.1,*,WP_015590950.1,WP_013683550.1,*,3,0,0,0,-1.0,0.0,hypothetical protein
9401,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_156029494.1,*,WP_015590951.1,WP_013683549.1,*,3,0,0,0,-1.0,0.0,hypothetical protein
9402,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_081868510.1,*,WP_015590955.1,WP_013683546.1,*,3,1,0,0,2173.083,2173.083,N-glycosylase/DNA lyase
9403,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878090.1,*,WP_015591040.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9404,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_231487616.1,WP_245526163.1,WP_015591063.1,WP_013683335.1,*,4,1,0,0,883.5764,883.5764,hypothetical protein
9405,*,*,*,*,*,WP_011006968.1,*,WP_011849324.1,*,WP_012350468.1,*,*,*,*,*,*,*,*,*,WP_015733754.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_156029519.1,*,WP_015591102.1,*,*,6,5,0,0,1116.621,819.4105599999999,AAA family ATPase
9406,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_086975767.1,*,WP_015591127.1,*,*,2,0,0,0,-1.0,0.0,S-adenosylhomocysteine hydrolase
9407,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011019147.1,*,*,*,*,*,*,WP_011012975.1,*,*,WP_013904894.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_015591139.1,WP_013684110.1,*,5,5,1,1,3428.529,1952.02626,7-cyano-7-deazaguanine synthase
9408,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879781.1,*,WP_015591158.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9409,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879478.1,*,WP_015591211.1,WP_013683320.1,*,3,0,0,0,-1.0,0.0,hypothetical protein
